Timestamp,"I would like candidates to write about their experiences (e.g. blog, writing columns in The Ubyssey) ",I think the AMS currently does enough consultation with students,I want more face-to-face time with elected candidates ,I think the AMS's most important job is engaging students,I value management experience in a candidate ,"I think it's a good thing for a candidate to have experience within a specific political party, even if they might have to lobby that party's opponents",I think the AMS should focus on lobbying for the Broadway subway line extension to UBC more than than alternate transit fixes,I think that campaigns encouraging students to vote in the gov elections are valuable,I think candidates should have experience lobbying for student interests,I value the prioritization of diversity in every aspect of decision-making,I think the AMS should focus more on events,I'm in favour of repealing the arts language requirement,"I think Block Party should be bigger, at a bigger financial risk",I think that the AMS should explore more options for campus security.,I think that the AMS should prioritize eradicating bike theft,I think the AMS should prioritize getting more people out to Thunderbirds games,I value experience in creating and understanding university policies,I value a constant push for transparency within the bodies of UBC,I value a candidate that is well-versed in UBC's sexual assault policy,I think that the AMS should invest their money at a slightly higher risk for a larger financial gain,I think that extending the add-drop deadline would improve student mental health,I am satisfied with the current amount of mental health services on campus,I support continued advocacy for more athletics and recreation space on campus,I think current VP Finance Louis Retief has done a good job of managing the AMS's finances this year,I would like to see a quarterly report of the AMS's finances,I value a fresh perspective over relevant experience,It's important for my representatives to have close ties to the Greek system,I think student representation on Senate has been good this year,"It's important for my representatives to have prior AMS or constituency (AUS, EUS, etc.) experience",It's important for my representatives to have experience working with others,"I think a ""steady hand"" is more important than shaking things up"
3/7/2017 21:49:05,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree
3/7/2017 21:49:23,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree
3/7/2017 21:54:22,Strongly Agree,,Agree,Neutral,Agree,,,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,,Strongly Agree,Neutral,Neutral,,Strongly Agree,Strongly Agree,Neutral
3/7/2017 21:56:04,Strongly Agree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/7/2017 22:00:36,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Disagree,Agree,Neutral
3/7/2017 22:00:41,Agree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral
3/7/2017 22:10:25,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree
3/7/2017 22:15:03,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree
3/7/2017 22:15:31,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree
3/7/2017 22:15:42,Agree,,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,,,Agree,Disagree,,Agree,Agree,Agree
3/7/2017 22:16:43,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral
3/7/2017 22:17:44,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral
3/7/2017 22:19:43,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Disagree
3/7/2017 22:20:32,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree
3/7/2017 22:21:15,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree
3/7/2017 22:22:38,Neutral,Disagree,Disagree,Strongly Agree,Agree,Neutral,Agree,Agree,,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Disagree,,Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,,,Neutral,Disagree,,Agree,Agree,Neutral
3/7/2017 22:26:17,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Agree
3/7/2017 22:28:05,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree
3/7/2017 22:33:56,Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree
3/7/2017 22:34:54,Neutral,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral
3/7/2017 22:35:07,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Strongly Agree,Neutral
3/7/2017 22:45:13,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Neutral
3/7/2017 22:46:09,Agree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Disagree
3/7/2017 22:47:56,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/7/2017 22:51:24,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral
3/7/2017 22:56:42,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
3/7/2017 22:57:20,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Disagree
3/7/2017 22:58:51,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree
3/7/2017 22:58:53,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/7/2017 23:02:51,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/7/2017 23:04:18,Agree,Agree,Neutral,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/7/2017 23:06:01,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral
3/7/2017 23:06:31,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree
3/7/2017 23:07:24,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Disagree
3/7/2017 23:14:14,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree
3/7/2017 23:15:18,Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/7/2017 23:16:35,Neutral,,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Agree,Neutral,,Neutral,Neutral,Agree,,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Neutral
3/7/2017 23:18:44,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/7/2017 23:22:58,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral
3/7/2017 23:27:32,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree
3/7/2017 23:28:34,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral
3/7/2017 23:30:06,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree,Agree
3/7/2017 23:32:59,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Agree,Neutral
3/7/2017 23:39:44,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree
3/7/2017 23:43:49,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
3/7/2017 23:46:39,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/7/2017 23:52:59,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree
3/7/2017 23:54:39,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree
3/7/2017 23:59:15,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
3/8/2017 0:03:27,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/8/2017 0:03:32,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree
3/8/2017 0:10:15,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree
3/8/2017 0:13:00,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/8/2017 0:15:35,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree
3/8/2017 0:17:41,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral
3/8/2017 0:24:14,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral
3/8/2017 0:29:51,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree
3/8/2017 0:36:11,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral
3/8/2017 0:46:36,Strongly Agree,Disagree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral
3/8/2017 0:53:00,Strongly Agree,,Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,,Neutral,Agree,Strongly Disagree,,Neutral,Agree,Strongly Agree
3/8/2017 0:55:24,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree
3/8/2017 0:57:45,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree
3/8/2017 1:00:24,Agree,Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Neutral
3/8/2017 1:08:42,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral
3/8/2017 1:17:28,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral
3/8/2017 1:29:01,Neutral,Neutral,,Agree,Agree,Neutral,,,Agree,Agree,,Disagree,,Agree,,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,,,Agree,,Strongly Disagree,,Agree,Strongly Agree,Disagree
3/8/2017 1:30:54,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Agree
3/8/2017 1:50:56,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/8/2017 1:56:00,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/8/2017 2:05:35,,,,Strongly Agree,,,,,Agree,,Agree,Agree,,,,,,,Neutral,,,,Agree,,,,,,,,
3/8/2017 2:11:23,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree
3/8/2017 2:13:42,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
