Timestamp,"I would like candidates to write about their experiences (e.g. blog, writing columns in The Ubyssey) ",I think the AMS currently does enough consultation with students,I want more face-to-face time with elected candidates ,I think the AMS's most important job is engaging students,I value management experience in a candidate ,"I think it's a good thing for a candidate to have experience within a specific political party, even if they might have to lobby that party's opponents",I think the AMS should focus on lobbying for the Broadway subway line extension to UBC more than than alternate transit fixes,I think that campaigns encouraging students to vote in the gov elections are valuable,I think candidates should have experience lobbying for student interests,I value the prioritization of diversity in every aspect of decision-making,I think the AMS should focus more on events,I'm in favour of repealing the arts language requirement,"I think Block Party should be bigger, at a bigger financial risk",I think that the AMS should explore more options for campus security.,I think that the AMS should prioritize eradicating bike theft,I think the AMS should prioritize getting more people out to Thunderbirds games,I value experience in creating and understanding university policies,I value a constant push for transparency within the bodies of UBC,I value a candidate that is well-versed in UBC's sexual assault policy,I think that the AMS should invest their money at a slightly higher risk for a larger financial gain,I think that extending the add-drop deadline would improve student mental health,I am satisfied with the current amount of mental health services on campus,I support continued advocacy for more athletics and recreation space on campus,I think current VP Finance Louis Retief has done a good job of managing the AMS's finances this year,I would like to see a quarterly report of the AMS's finances,I value a fresh perspective over relevant experience,It's important for my representatives to have close ties to the Greek system,I think student representation on Senate has been good this year,"It's important for my representatives to have prior AMS or constituency (AUS, EUS, etc.) experience",It's important for my representatives to have experience working with others,"I think a ""steady hand"" is more important than shaking things up"
3/6/2017 20:04:28,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Agree,Neutral
3/6/2017 20:04:39,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,,Disagree,Strongly Agree,Neutral
3/6/2017 20:06:20,Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree
3/6/2017 20:08:02,,Neutral,Strongly Agree,,,,,,,Neutral,,Strongly Agree,Strongly Disagree,,,Neutral,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,,
3/6/2017 20:11:07,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 20:11:56,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral
3/6/2017 20:12:27,Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/6/2017 20:13:30,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree
3/6/2017 20:14:11,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/6/2017 20:14:19,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree
3/6/2017 20:14:51,Agree,Disagree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree
3/6/2017 20:15:07,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral
3/6/2017 20:15:32,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree
3/6/2017 20:16:19,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral
3/6/2017 20:20:09,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Neutral
3/6/2017 20:21:15,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 20:23:54,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree
3/6/2017 20:26:01,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/6/2017 20:27:14,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
3/6/2017 20:27:24,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree
3/6/2017 20:27:46,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree
3/6/2017 20:28:00,Neutral,Strongly Disagree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Disagree
3/6/2017 20:28:00,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/6/2017 20:28:19,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/6/2017 20:30:46,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree
3/6/2017 20:31:56,Neutral,Disagree,Neutral,Neutral,Agree,,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 20:31:57,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree
3/6/2017 20:31:57,Neutral,Strongly Disagree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Disagree
3/6/2017 20:33:57,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
3/6/2017 20:35:24,Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Agree,Disagree
3/6/2017 20:36:03,Strongly Agree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Disagree
3/6/2017 20:36:23,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Neutral
3/6/2017 20:36:33,,,,,,,,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,
3/6/2017 20:36:50,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Agree
3/6/2017 20:39:03,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Neutral
3/6/2017 20:41:40,,,,,,,,,,,,,,Strongly Agree,,Strongly Agree,,,,,,,,,,,,,,,
3/6/2017 20:41:42,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 20:42:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,
3/6/2017 20:42:23,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
3/6/2017 20:46:28,Neutral,Neutral,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Agree
3/6/2017 20:46:56,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 20:47:17,Agree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,Strongly Disagree
3/6/2017 20:48:36,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree
3/6/2017 20:49:09,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree
3/6/2017 20:56:26,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 20:56:56,Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Neutral
3/6/2017 20:57:58,Agree,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree
3/6/2017 20:59:09,Neutral,Neutral,Neutral,Agree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 20:59:48,Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 21:00:14,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree
3/6/2017 21:01:11,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral
3/6/2017 21:01:40,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral
3/6/2017 21:01:45,Strongly Agree,Neutral,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Disagree
3/6/2017 21:02:08,Agree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree
3/6/2017 21:02:38,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree
3/6/2017 21:06:35,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/6/2017 21:07:21,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Agree,Agree,Agree
3/6/2017 21:09:06,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/6/2017 21:10:36,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Strongly Agree,Agree,,Strongly Agree,,,,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree
3/6/2017 21:10:39,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
3/6/2017 21:10:51,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 21:11:10,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Disagree
3/6/2017 21:11:14,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 21:11:32,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Disagree
3/6/2017 21:11:48,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Strongly Agree,Neutral,Disagree
3/6/2017 21:16:04,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree
3/6/2017 21:19:46,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Disagree
3/6/2017 21:21:12,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree
3/6/2017 21:23:09,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree
3/6/2017 21:23:20,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree
3/6/2017 21:23:34,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Agree,Neutral
3/6/2017 21:23:50,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Disagree
3/6/2017 21:25:06,,Neutral,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,,Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,,Agree,Strongly Agree,Neutral
